ReceptionsPG, PlaysPG, TargetsPG, ExpectedPointsPG, PointsPG, YardsPerPlay, TurnoversPG, FumblesPG, FirstDownsPG, PassCompsPG, PassAttPG, PassTDPG, PassIntPG, PassFirstDownsPG, PenaltiesPG, PenaltyFirstDownsPG, ScoresPerOffDrivePG, YardsPG, FeelsLike, WindSpeed, WindDirection, RecLine, WEEK, avgRec, avgTar
12.00, 64.80, 19.10, 1.87, 20.10, 5.10, 1.94, 1.00, 19.20, 20.30, 32.40, 1.35, 0.94, 10.20, 5.76, 2.00, 33.50, 330.20, 87.90, 5.70, 308.00, 5.50, 1, 4.65, 8.00
12.50, 63.60, 19.30, -7.26, 22.70, 5.70, 1.00, 0.41, 20.60, 21.90, 33.00, 1.53, 0.59, 11.80, 5.88, 0.88, 43.50, 362.10, 90.40, 9.90, 232.00, 5.50, 2, 4.65, 8.00
13.60, 61.70, 19.50, -4.45, 22.60, 5.50, 1.29, 0.35, 19.50, 22.10, 32.70, 1.35, 0.94, 11.90, 4.82, 1.29, 41.00, 341.10, 70.00, 0.00, 0.00, 4.50, 3, 4.65, 8.00
12.20, 64.20, 19.80, 3.26, 20.40, 5.00, 1.76, 0.65, 18.50, 21.40, 35.10, 1.65, 1.12, 11.40, 5.24, 1.76, 30.50, 322.00, 61.60, 4.90, 28.00, 4.50, 4, 4.65, 8.00
13.20, 63.90, 21.10, -3.91, 23.50, 5.30, 0.82, 0.35, 19.80, 24.50, 36.70, 1.59, 0.47, 11.80, 4.94, 2.24, 37.50, 337.80, 88.00, 5.80, 355.00, 5.50, 5, 4.65, 8.00
10.80, 63.10, 18.00, 1.22, 20.20, 4.80, 1.59, 0.59, 19.10, 20.60, 32.70, 1.29, 1.00, 10.90, 5.59, 1.41, 32.40, 301.50, 67.60, 0.00, 0.00, 5.50, 6, 4.65, 8.00
10.80, 61.40, 16.40, -9.95, 27.20, 6.10, 1.35, 0.53, 21.20, 19.00, 28.30, 1.29, 0.82, 10.80, 4.94, 1.53, 41.80, 375.90, 89.40, 0.30, 4.00, 5.50, 7, 4.65, 8.00
11.40, 63.30, 18.10, -1.80, 20.30, 5.00, 0.82, 0.41, 18.80, 18.90, 31.50, 1.00, 0.41, 9.35, 5.41, 2.24, 34.80, 314.80, 70.00, 0.00, 0.00, 4.50, 8, 4.65, 8.00
11.00, 58.70, 18.00, 0.43, 20.20, 5.20, 1.06, 0.53, 16.80, 18.10, 30.20, 1.53, 0.53, 9.12, 5.00, 1.71, 31.50, 304.60, 39.90, 11.80, 176.00, 5.50, 10, 4.65, 8.00
12.60, 63.40, 21.20, -7.37, 21.80, 5.60, 1.12, 0.76, 21.80, 20.50, 33.40, 1.24, 0.35, 11.80, 6.53, 2.12, 39.80, 358.20, 70.00, 6.80, 300.00, 5.50, 11, 4.65, 8.00
11.60, 64.20, 17.60, -3.00, 25.10, 5.20, 1.24, 0.65, 20.20, 21.50, 31.60, 1.47, 0.59, 10.80, 5.24, 1.94, 36.00, 334.00, 70.00, 0.00, 0.00, 5.50, 12, 4.65, 8.00
12.50, 63.60, 19.30, -7.26, 22.70, 5.70, 1.00, 0.41, 20.60, 21.90, 33.00, 1.53, 0.59, 11.80, 5.88, 0.88, 43.50, 362.10, 70.00, 0.00, 0.00, 5.50, 13, 4.65, 8.00
12.60, 62.30, 20.30, 0.28, 17.90, 5.10, 1.69, 0.63, 19.60, 22.60, 35.60, 1.31, 1.06, 11.30, 5.56, 1.81, 31.00, 319.10, 84.60, 8.00, 262.00, 4.50, 14, 4.65, 8.00
11.40, 63.30, 18.10, -1.80, 20.30, 5.00, 0.82, 0.41, 18.80, 18.90, 31.50, 1.00, 0.41, 9.35, 5.41, 2.24, 34.80, 314.80, 76.80, 5.70, 271.00, 5.50, 15, 4.65, 8.00
9.88, 64.30, 16.60, 1.53, 18.60, 4.80, 0.94, 0.24, 18.20, 20.40, 32.70, 0.88, 0.71, 9.76, 5.29, 1.59, 32.30, 311.10, 55.90, 9.30, 238.00, 5.50, 17, 4.65, 8.00
12.50, 63.60, 19.30, -7.26, 22.70, 5.70, 1.00, 0.41, 20.60, 21.90, 33.00, 1.53, 0.59, 11.80, 5.88, 0.88, 43.50, 362.10, 70.00, 0.00, 0.00, 5.50, 1, 5.06, 7.00
13.00, 60.40, 19.70, 3.31, 16.30, 5.00, 1.76, 0.59, 17.10, 22.90, 34.90, 1.18, 1.18, 11.10, 5.65, 1.53, 25.70, 300.60, 76.90, 6.20, 30.00, 4.50, 2, 5.06, 7.00
12.00, 64.80, 19.10, 1.87, 20.10, 5.10, 1.94, 1.00, 19.20, 20.30, 32.40, 1.35, 0.94, 10.20, 5.76, 2.00, 33.50, 330.20, 70.00, 0.00, 0.00, 4.50, 3, 5.06, 7.00
13.10, 64.30, 20.20, -3.86, 21.70, 5.10, 1.18, 0.53, 19.80, 24.00, 36.40, 1.94, 0.65, 12.20, 5.76, 1.65, 35.90, 328.20, 75.30, 6.30, 206.00, 5.50, 4, 5.06, 7.00
14.40, 64.90, 21.20, -3.06, 22.00, 5.40, 1.00, 0.41, 20.40, 22.50, 34.10, 1.47, 0.59, 11.40, 6.18, 1.59, 34.20, 350.20, 76.90, 11.10, 30.00, 5.50, 5, 5.06, 7.00
12.60, 63.10, 20.20, -2.15, 21.10, 5.10, 1.18, 0.59, 18.50, 21.40, 33.50, 1.71, 0.59, 10.90, 5.71, 1.47, 33.00, 324.30, 67.60, 0.00, 0.00, 4.50, 6, 5.06, 7.00
12.20, 63.40, 18.50, -7.77, 24.60, 5.80, 0.76, 0.41, 21.20, 23.50, 34.70, 1.47, 0.35, 12.10, 5.47, 1.65, 40.80, 365.60, 70.00, 0.00, 0.00, 5.50, 7, 5.06, 7.00
13.40, 63.30, 20.90, -9.39, 25.10, 6.20, 1.29, 0.59, 22.20, 20.80, 32.90, 1.53, 0.71, 12.30, 6.06, 1.94, 41.20, 392.40, 70.00, 0.00, 0.00, 4.50, 8, 5.06, 7.00
10.70, 58.90, 17.40, -4.97, 22.60, 5.90, 1.41, 0.59, 18.70, 18.20, 29.70, 1.41, 0.82, 10.30, 4.71, 1.41, 37.20, 346.10, 53.00, 5.60, 7.00, 5.50, 9, 5.06, 7.00
11.70, 63.50, 18.80, 0.43, 21.10, 5.00, 1.35, 0.47, 19.10, 23.10, 35.60, 1.18, 0.88, 10.60, 6.24, 2.06, 35.90, 320.00, 64.70, 16.20, 301.00, 5.50, 10, 5.06, 7.00
11.40, 63.30, 18.10, -1.80, 20.30, 5.00, 0.82, 0.41, 18.80, 18.90, 31.50, 1.00, 0.41, 9.35, 5.41, 2.24, 34.80, 314.80, 51.20, 3.80, 210.00, 5.50, 11, 5.06, 7.00
12.60, 63.40, 21.20, -7.37, 21.80, 5.60, 1.12, 0.76, 21.80, 20.50, 33.40, 1.24, 0.35, 11.80, 6.53, 2.12, 39.80, 358.20, 31.30, 5.40, 14.00, 4.50, 12, 5.06, 7.00
9.88, 64.30, 16.60, 1.53, 18.60, 4.80, 0.94, 0.24, 18.20, 20.40, 32.70, 0.88, 0.71, 9.76, 5.29, 1.59, 32.30, 311.10, 46.70, 0.10, 358.00, 4.50, 13, 5.06, 7.00
11.00, 58.70, 18.00, 0.43, 20.20, 5.20, 1.06, 0.53, 16.80, 18.10, 30.20, 1.53, 0.53, 9.12, 5.00, 1.71, 31.50, 304.60, 39.10, 4.50, 62.00, 5.50, 15, 5.06, 7.00
12.60, 63.40, 21.20, -7.37, 21.80, 5.60, 1.12, 0.76, 21.80, 20.50, 33.40, 1.24, 0.35, 11.80, 6.53, 2.12, 39.80, 358.20, 52.80, 9.30, 321.00, 5.50, 16, 5.06, 7.00
11.00, 58.70, 18.00, 0.43, 20.20, 5.20, 1.06, 0.53, 16.80, 18.10, 30.20, 1.53, 0.53, 9.12, 5.00, 1.71, 31.50, 304.60, 59.80, 7.40, 215.00, 5.50, 17, 5.06, 7.00
12.60, 63.10, 20.20, -2.15, 21.10, 5.10, 1.18, 0.59, 18.50, 21.40, 33.50, 1.71, 0.59, 10.90, 5.71, 1.47, 33.00, 324.30, 87.90, 5.70, 308.00, 6.50, 1, 4.80, 8.53
10.70, 58.90, 17.40, -4.97, 22.60, 5.90, 1.41, 0.59, 18.70, 18.20, 29.70, 1.41, 0.82, 10.30, 4.71, 1.41, 37.20, 346.10, 70.00, 0.00, 0.00, 5.50, 2, 4.80, 8.53
10.80, 63.10, 18.00, 1.22, 20.20, 4.80, 1.59, 0.59, 19.10, 20.60, 32.70, 1.29, 1.00, 10.90, 5.59, 1.41, 32.40, 301.50, 70.00, 0.00, 0.00, 5.50, 3, 4.80, 8.53
14.40, 64.90, 21.20, -3.06, 22.00, 5.40, 1.00, 0.41, 20.40, 22.50, 34.10, 1.47, 0.59, 11.40, 6.18, 1.59, 34.20, 350.20, 70.00, 0.00, 0.00, 5.50, 4, 4.80, 8.53
12.60, 63.40, 21.20, -7.37, 21.80, 5.60, 1.12, 0.76, 21.80, 20.50, 33.40, 1.24, 0.35, 11.80, 6.53, 2.12, 39.80, 358.20, 70.00, 0.00, 0.00, 5.50, 5, 4.80, 8.53
12.20, 64.20, 19.80, 3.26, 20.40, 5.00, 1.76, 0.65, 18.50, 21.40, 35.10, 1.65, 1.12, 11.40, 5.24, 1.76, 30.50, 322.00, 62.30, 8.80, 313.00, 5.50, 6, 4.80, 8.53
14.70, 65.80, 22.20, -6.12, 25.10, 5.90, 1.47, 0.59, 21.10, 24.00, 36.30, 1.35, 0.88, 13.20, 6.53, 1.29, 41.10, 388.70, 70.00, 0.00, 0.00, 5.50, 8, 4.80, 8.53
11.70, 63.50, 18.80, 0.43, 21.10, 5.00, 1.35, 0.47, 19.10, 23.10, 35.60, 1.18, 0.88, 10.60, 6.24, 2.06, 35.90, 320.00, 70.00, 0.00, 0.00, 5.50, 9, 4.80, 8.53
12.50, 63.60, 19.30, -7.26, 22.70, 5.70, 1.00, 0.41, 20.60, 21.90, 33.00, 1.53, 0.59, 11.80, 5.88, 0.88, 43.50, 362.10, 70.00, 0.00, 0.00, 5.50, 10, 4.80, 8.53
11.40, 63.30, 18.10, -1.80, 20.30, 5.00, 0.82, 0.41, 18.80, 18.90, 31.50, 1.00, 0.41, 9.35, 5.41, 2.24, 34.80, 314.80, 70.00, 0.00, 0.00, 5.50, 13, 4.80, 8.53
11.00, 58.70, 18.00, 0.43, 20.20, 5.20, 1.06, 0.53, 16.80, 18.10, 30.20, 1.53, 0.53, 9.12, 5.00, 1.71, 31.50, 304.60, 40.90, 12.20, 290.00, 5.50, 14, 4.80, 8.53
12.60, 63.40, 21.20, -7.37, 21.80, 5.60, 1.12, 0.76, 21.80, 20.50, 33.40, 1.24, 0.35, 11.80, 6.53, 2.12, 39.80, 358.20, 29.30, 14.80, 339.00, 5.50, 15, 4.80, 8.53
11.00, 58.70, 18.00, 0.43, 20.20, 5.20, 1.06, 0.53, 16.80, 18.10, 30.20, 1.53, 0.53, 9.12, 5.00, 1.71, 31.50, 304.60, 70.00, 0.00, 0.00, 5.50, 16, 4.80, 8.53
12.40, 63.20, 19.20, -4.81, 26.40, 5.50, 1.18, 0.53, 21.40, 24.40, 34.90, 1.71, 0.65, 12.80, 5.53, 1.24, 41.60, 348.90, 70.00, 0.00, 0.00, 5.50, 17, 4.80, 8.53
14.50, 64.70, 22.10, -3.07, 21.10, 5.40, 1.18, 0.35, 19.90, 25.80, 39.50, 1.71, 0.82, 12.60, 6.76, 1.82, 33.90, 351.60, 84.90, 5.50, 193.00, 5.50, 1, 4.41, 8.06
14.70, 65.80, 22.20, -6.12, 25.10, 5.90, 1.47, 0.59, 21.10, 24.00, 36.30, 1.35, 0.88, 13.20, 6.53, 1.29, 41.10, 388.70, 70.00, 0.00, 0.00, 5.50, 2, 4.41, 8.06
11.60, 65.10, 19.10, -3.07, 20.60, 5.40, 1.59, 0.76, 20.60, 22.60, 35.40, 1.47, 0.82, 12.40, 5.29, 1.47, 36.10, 353.30, 82.70, 8.80, 10.00, 6.50, 3, 4.41, 8.06
13.60, 61.70, 19.50, -4.45, 22.60, 5.50, 1.29, 0.35, 19.50, 22.10, 32.70, 1.35, 0.94, 11.90, 4.82, 1.29, 41.00, 341.10, 70.00, 0.00, 0.00, 4.50, 4, 4.41, 8.06
13.00, 60.40, 19.70, 3.31, 16.30, 5.00, 1.76, 0.59, 17.10, 22.90, 34.90, 1.18, 1.18, 11.10, 5.65, 1.53, 25.70, 300.60, 70.00, 0.00, 0.00, 5.50, 5, 4.41, 8.06
9.94, 61.20, 16.70, -3.41, 22.40, 5.40, 1.18, 0.53, 19.40, 18.50, 30.50, 1.18, 0.65, 9.76, 5.18, 2.00, 38.50, 331.20, 60.20, 24.00, 280.00, 4.50, 6, 4.41, 8.06
10.30, 66.70, 16.00, -4.73, 24.70, 5.70, 1.59, 0.65, 21.90, 19.80, 30.70, 0.88, 0.94, 11.50, 5.59, 1.53, 35.20, 379.50, 70.00, 0.00, 0.00, 6.50, 7, 4.41, 8.06
11.00, 58.30, 16.60, -3.76, 21.80, 5.80, 1.41, 0.41, 18.90, 18.50, 28.10, 1.29, 1.00, 9.59, 5.88, 1.71, 38.20, 336.50, 70.00, 0.00, 0.00, 4.50, 8, 4.41, 8.06
10.80, 61.40, 16.40, -9.95, 27.20, 6.10, 1.35, 0.53, 21.20, 19.00, 28.30, 1.29, 0.82, 10.80, 4.94, 1.53, 41.80, 375.90, 26.80, 11.60, 139.00, 4.50, 13, 4.41, 8.06
10.60, 62.30, 17.90, -1.25, 20.10, 5.40, 1.50, 0.69, 18.40, 20.60, 34.90, 1.06, 0.81, 10.80, 6.25, 1.25, 36.40, 335.70, 83.30, 12.80, 213.00, 6.50, 1, 6.80, 10.00
12.40, 63.20, 19.20, -4.81, 26.40, 5.50, 1.18, 0.53, 21.40, 24.40, 34.90, 1.71, 0.65, 12.80, 5.53, 1.24, 41.60, 348.90, 70.00, 0.00, 0.00, 5.50, 2, 6.80, 10.00
10.10, 65.70, 17.00, -6.66, 23.60, 5.50, 1.47, 0.65, 20.40, 20.20, 32.20, 1.35, 0.82, 11.10, 5.76, 1.71, 37.20, 361.70, 70.00, 0.00, 0.00, 6.50, 3, 6.80, 10.00
9.94, 61.20, 16.70, -3.41, 22.40, 5.40, 1.18, 0.53, 19.40, 18.50, 30.50, 1.18, 0.65, 9.76, 5.18, 2.00, 38.50, 331.20, 70.00, 0.00, 0.00, 5.50, 4, 6.80, 10.00
13.40, 63.30, 20.90, -9.39, 25.10, 6.20, 1.29, 0.59, 22.20, 20.80, 32.90, 1.53, 0.71, 12.30, 6.06, 1.94, 41.20, 392.40, 70.00, 0.00, 0.00, 6.50, 5, 6.80, 10.00
14.40, 64.90, 21.20, -3.06, 22.00, 5.40, 1.00, 0.41, 20.40, 22.50, 34.10, 1.47, 0.59, 11.40, 6.18, 1.59, 34.20, 350.20, 64.60, 7.10, 360.00, 5.50, 6, 6.80, 10.00
12.00, 64.80, 19.10, 1.87, 20.10, 5.10, 1.94, 1.00, 19.20, 20.30, 32.40, 1.35, 0.94, 10.20, 5.76, 2.00, 33.50, 330.20, 70.00, 0.00, 0.00, 5.50, 8, 6.80, 10.00
13.50, 61.60, 20.80, -1.90, 18.50, 5.30, 1.47, 0.65, 19.00, 23.20, 34.90, 1.18, 0.82, 12.10, 4.65, 1.53, 35.80, 324.30, 55.60, 7.60, 355.00, 6.50, 9, 6.80, 10.00
10.70, 58.90, 17.40, -4.97, 22.60, 5.90, 1.41, 0.59, 18.70, 18.20, 29.70, 1.41, 0.82, 10.30, 4.71, 1.41, 37.20, 346.10, 70.00, 0.00, 0.00, 5.50, 10, 6.80, 10.00
11.00, 58.30, 16.60, -3.76, 21.80, 5.80, 1.41, 0.41, 18.90, 18.50, 28.10, 1.29, 1.00, 9.59, 5.88, 1.71, 38.20, 336.50, 70.00, 0.00, 0.00, 6.50, 11, 6.80, 10.00
13.00, 60.40, 19.70, 3.31, 16.30, 5.00, 1.76, 0.59, 17.10, 22.90, 34.90, 1.18, 1.18, 11.10, 5.65, 1.53, 25.70, 300.60, 67.90, 6.90, 329.00, 6.50, 12, 6.80, 10.00
13.40, 63.30, 20.90, -9.39, 25.10, 6.20, 1.29, 0.59, 22.20, 20.80, 32.90, 1.53, 0.71, 12.30, 6.06, 1.94, 41.20, 392.40, 70.00, 0.00, 0.00, 6.50, 13, 6.80, 10.00
10.70, 60.20, 18.50, -2.77, 20.40, 5.50, 1.35, 0.18, 18.50, 19.50, 31.90, 1.71, 1.18, 11.50, 5.65, 1.35, 37.30, 330.40, 70.00, 0.00, 0.00, 6.50, 14, 6.80, 10.00
10.80, 61.40, 16.40, -9.95, 27.20, 6.10, 1.35, 0.53, 21.20, 19.00, 28.30, 1.29, 0.82, 10.80, 4.94, 1.53, 41.80, 375.90, 31.80, 6.80, 277.00, 6.50, 15, 6.80, 10.00
13.60, 61.70, 19.50, -4.45, 22.60, 5.50, 1.29, 0.35, 19.50, 22.10, 32.70, 1.35, 0.94, 11.90, 4.82, 1.29, 41.00, 341.10, 70.00, 0.00, 0.00, 6.50, 16, 6.80, 10.00
11.00, 58.30, 16.60, -3.76, 21.80, 5.80, 1.41, 0.41, 18.90, 18.50, 28.10, 1.29, 1.00, 9.59, 5.88, 1.71, 38.20, 336.50, -1.60, 9.00, 270.00, 6.50, 17, 6.80, 10.00
13.00, 60.40, 19.70, 3.31, 16.30, 5.00, 1.76, 0.59, 17.10, 22.90, 34.90, 1.18, 1.18, 11.10, 5.65, 1.53, 25.70, 300.60, 70.00, 0.00, 0.00, 4.50, 1, 0.00, 0.00
11.00, 58.30, 16.60, -3.76, 21.80, 5.80, 1.41, 0.41, 18.90, 18.50, 28.10, 1.29, 1.00, 9.59, 5.88, 1.71, 38.20, 336.50, 71.90, 11.30, 150.00, 4.50, 2, 0.00, 0.00
13.50, 61.60, 20.80, -1.90, 18.50, 5.30, 1.47, 0.65, 19.00, 23.20, 34.90, 1.18, 0.82, 12.10, 4.65, 1.53, 35.80, 324.30, 70.00, 0.00, 0.00, 4.50, 3, 0.00, 0.00
10.80, 61.40, 16.40, -9.95, 27.20, 6.10, 1.35, 0.53, 21.20, 19.00, 28.30, 1.29, 0.82, 10.80, 4.94, 1.53, 41.80, 375.90, 73.30, 6.50, 252.00, 4.50, 4, 0.00, 0.00
14.70, 65.80, 22.20, -6.12, 25.10, 5.90, 1.47, 0.59, 21.10, 24.00, 36.30, 1.35, 0.88, 13.20, 6.53, 1.29, 41.10, 388.70, 70.00, 0.00, 0.00, 4.50, 5, 0.00, 0.00
10.60, 62.30, 17.90, -1.25, 20.10, 5.40, 1.50, 0.69, 18.40, 20.60, 34.90, 1.06, 0.81, 10.80, 6.25, 1.25, 36.40, 335.70, 70.00, 0.00, 0.00, 4.50, 6, 0.00, 0.00
13.60, 61.70, 19.50, -4.45, 22.60, 5.50, 1.29, 0.35, 19.50, 22.10, 32.70, 1.35, 0.94, 11.90, 4.82, 1.29, 41.00, 341.10, 70.00, 0.00, 0.00, 5.50, 7, 0.00, 0.00
10.80, 63.10, 18.00, 1.22, 20.20, 4.80, 1.59, 0.59, 19.10, 20.60, 32.70, 1.29, 1.00, 10.90, 5.59, 1.41, 32.40, 301.50, 70.00, 0.00, 0.00, 4.50, 8, 0.00, 0.00
10.70, 60.20, 18.50, -2.77, 20.40, 5.50, 1.35, 0.18, 18.50, 19.50, 31.90, 1.71, 1.18, 11.50, 5.65, 1.35, 37.30, 330.40, 28.70, 11.80, 213.00, 4.50, 10, 0.00, 0.00
9.94, 61.20, 16.70, -3.41, 22.40, 5.40, 1.18, 0.53, 19.40, 18.50, 30.50, 1.18, 0.65, 9.76, 5.18, 2.00, 38.50, 331.20, 38.80, 12.70, 190.00, 5.50, 11, 0.00, 0.00
10.80, 61.40, 16.40, -9.95, 27.20, 6.10, 1.35, 0.53, 21.20, 19.00, 28.30, 1.29, 0.82, 10.80, 4.94, 1.53, 41.80, 375.90, 70.00, 0.00, 0.00, 5.50, 12, 0.00, 0.00
14.70, 65.80, 22.20, -6.12, 25.10, 5.90, 1.47, 0.59, 21.10, 24.00, 36.30, 1.35, 0.88, 13.20, 6.53, 1.29, 41.10, 388.70, 70.00, 0.00, 0.00, 6.50, 13, 0.00, 0.00
11.70, 63.50, 18.80, 0.43, 21.10, 5.00, 1.35, 0.47, 19.10, 23.10, 35.60, 1.18, 0.88, 10.60, 6.24, 2.06, 35.90, 320.00, 64.50, 7.30, 356.00, 6.50, 14, 0.00, 0.00
12.40, 63.20, 19.20, -4.81, 26.40, 5.50, 1.18, 0.53, 21.40, 24.40, 34.90, 1.71, 0.65, 12.80, 5.53, 1.24, 41.60, 348.90, 70.00, 0.00, 0.00, 6.50, 15, 0.00, 0.00
12.50, 63.60, 19.30, -7.26, 22.70, 5.70, 1.00, 0.41, 20.60, 21.90, 33.00, 1.53, 0.59, 11.80, 5.88, 0.88, 43.50, 362.10, 70.00, 0.00, 0.00, 6.50, 16, 0.00, 0.00
10.10, 65.70, 17.00, -6.66, 23.60, 5.50, 1.47, 0.65, 20.40, 20.20, 32.20, 1.35, 0.82, 11.10, 5.76, 1.71, 37.20, 361.70, 37.80, 2.00, 184.00, 6.50, 17, 0.00, 0.00
10.80, 61.40, 16.40, -9.95, 27.20, 6.10, 1.35, 0.53, 21.20, 19.00, 28.30, 1.29, 0.82, 10.80, 4.94, 1.53, 41.80, 375.90, 70.00, 0.00, 0.00, 7.50, 1, 4.92, 7.92
11.60, 64.20, 17.60, -3.00, 25.10, 5.20, 1.24, 0.65, 20.20, 21.50, 31.60, 1.47, 0.59, 10.80, 5.24, 1.94, 36.00, 334.00, 70.00, 0.00, 0.00, 7.50, 2, 4.92, 7.92
12.60, 63.10, 20.20, -2.15, 21.10, 5.10, 1.18, 0.59, 18.50, 21.40, 33.50, 1.71, 0.59, 10.90, 5.71, 1.47, 33.00, 324.30, 70.00, 0.00, 0.00, 8.50, 3, 4.92, 7.92
12.40, 63.20, 19.20, -4.81, 26.40, 5.50, 1.18, 0.53, 21.40, 24.40, 34.90, 1.71, 0.65, 12.80, 5.53, 1.24, 41.60, 348.90, 70.00, 0.00, 0.00, 7.50, 4, 4.92, 7.92
10.10, 65.70, 17.00, -6.66, 23.60, 5.50, 1.47, 0.65, 20.40, 20.20, 32.20, 1.35, 0.82, 11.10, 5.76, 1.71, 37.20, 361.70, 55.10, 5.30, 310.00, 8.50, 5, 4.92, 7.92
12.60, 63.40, 21.20, -7.37, 21.80, 5.60, 1.12, 0.76, 21.80, 20.50, 33.40, 1.24, 0.35, 11.80, 6.53, 2.12, 39.80, 358.20, 61.90, 7.80, 309.00, 7.50, 6, 4.92, 7.92
13.40, 63.30, 20.90, -9.39, 25.10, 6.20, 1.29, 0.59, 22.20, 20.80, 32.90, 1.53, 0.71, 12.30, 6.06, 1.94, 41.20, 392.40, 70.00, 0.00, 0.00, 8.50, 7, 4.92, 7.92
10.30, 66.70, 16.00, -4.73, 24.70, 5.70, 1.59, 0.65, 21.90, 19.80, 30.70, 0.88, 0.94, 11.50, 5.59, 1.53, 35.20, 379.50, 70.00, 0.00, 0.00, 7.50, 8, 4.92, 7.92
14.50, 64.70, 22.10, -3.07, 21.10, 5.40, 1.18, 0.35, 19.90, 25.80, 39.50, 1.71, 0.82, 12.60, 6.76, 1.82, 33.90, 351.60, 70.00, 0.00, 0.00, 8.50, 9, 4.92, 7.92
13.00, 60.40, 19.70, 3.31, 16.30, 5.00, 1.76, 0.59, 17.10, 22.90, 34.90, 1.18, 1.18, 11.10, 5.65, 1.53, 25.70, 300.60, 61.20, 0.00, 0.00, 7.50, 10, 4.92, 7.92
11.00, 58.30, 16.60, -3.76, 21.80, 5.80, 1.41, 0.41, 18.90, 18.50, 28.10, 1.29, 1.00, 9.59, 5.88, 1.71, 38.20, 336.50, 28.50, 13.70, 301.00, 8.50, 12, 4.92, 7.92
11.60, 65.10, 19.10, -3.07, 20.60, 5.40, 1.59, 0.76, 20.60, 22.60, 35.40, 1.47, 0.82, 12.40, 5.29, 1.47, 36.10, 353.30, 70.00, 0.00, 0.00, 8.50, 13, 4.92, 7.92
12.40, 63.20, 19.20, -4.81, 26.40, 5.50, 1.18, 0.53, 21.40, 24.40, 34.90, 1.71, 0.65, 12.80, 5.53, 1.24, 41.60, 348.90, 70.00, 0.00, 0.00, 8.50, 14, 4.92, 7.92
10.10, 65.70, 17.00, -6.66, 23.60, 5.50, 1.47, 0.65, 20.40, 20.20, 32.20, 1.35, 0.82, 11.10, 5.76, 1.71, 37.20, 361.70, 70.00, 0.00, 0.00, 8.50, 15, 4.92, 7.92
14.70, 65.80, 22.20, -6.12, 25.10, 5.90, 1.47, 0.59, 21.10, 24.00, 36.30, 1.35, 0.88, 13.20, 6.53, 1.29, 41.10, 388.70, 70.00, 0.00, 0.00, 8.50, 16, 4.92, 7.92
13.50, 61.60, 20.80, -1.90, 18.50, 5.30, 1.47, 0.65, 19.00, 23.20, 34.90, 1.18, 0.82, 12.10, 4.65, 1.53, 35.80, 324.30, 62.20, 7.80, 271.00, 8.50, 17, 4.92, 7.92
10.70, 58.90, 17.40, -4.97, 22.60, 5.90, 1.41, 0.59, 18.70, 18.20, 29.70, 1.41, 0.82, 10.30, 4.71, 1.41, 37.20, 346.10, 83.60, 10.10, 199.00, 6.50, 1, 4.65, 7.76
12.60, 63.40, 21.20, -7.37, 21.80, 5.60, 1.12, 0.76, 21.80, 20.50, 33.40, 1.24, 0.35, 11.80, 6.53, 2.12, 39.80, 358.20, 72.40, 8.30, 38.00, 5.50, 2, 4.65, 7.76
12.60, 62.30, 20.30, 0.28, 17.90, 5.10, 1.69, 0.63, 19.60, 22.60, 35.60, 1.31, 1.06, 11.30, 5.56, 1.81, 31.00, 319.10, 68.00, 16.90, 252.00, 6.50, 3, 4.65, 7.76
12.50, 63.60, 19.30, -7.26, 22.70, 5.70, 1.00, 0.41, 20.60, 21.90, 33.00, 1.53, 0.59, 11.80, 5.88, 0.88, 43.50, 362.10, 70.00, 0.00, 0.00, 5.50, 4, 4.65, 7.76
11.40, 63.30, 18.10, -1.80, 20.30, 5.00, 0.82, 0.41, 18.80, 18.90, 31.50, 1.00, 0.41, 9.35, 5.41, 2.24, 34.80, 314.80, 68.90, 13.10, 33.00, 6.50, 5, 4.65, 7.76
13.10, 64.30, 20.20, -3.86, 21.70, 5.10, 1.18, 0.53, 19.80, 24.00, 36.40, 1.94, 0.65, 12.20, 5.76, 1.65, 35.90, 328.20, 63.20, 18.10, 309.00, 5.50, 6, 4.65, 7.76
11.00, 58.30, 16.60, -3.76, 21.80, 5.80, 1.41, 0.41, 18.90, 18.50, 28.10, 1.29, 1.00, 9.59, 5.88, 1.71, 38.20, 336.50, 51.10, 9.00, 30.00, 6.50, 7, 4.65, 7.76
11.70, 63.50, 18.80, 0.43, 21.10, 5.00, 1.35, 0.47, 19.10, 23.10, 35.60, 1.18, 0.88, 10.60, 6.24, 2.06, 35.90, 320.00, 40.70, 2.90, 302.00, 5.50, 8, 4.65, 7.76
12.60, 63.10, 20.20, -2.15, 21.10, 5.10, 1.18, 0.59, 18.50, 21.40, 33.50, 1.71, 0.59, 10.90, 5.71, 1.47, 33.00, 324.30, 39.90, 11.80, 176.00, 5.50, 10, 4.65, 7.76
14.40, 64.90, 21.20, -3.06, 22.00, 5.40, 1.00, 0.41, 20.40, 22.50, 34.10, 1.47, 0.59, 11.40, 6.18, 1.59, 34.20, 350.20, 55.00, 0.00, 0.00, 6.50, 11, 4.65, 7.76
10.10, 65.70, 17.00, -6.66, 23.60, 5.50, 1.47, 0.65, 20.40, 20.20, 32.20, 1.35, 0.82, 11.10, 5.76, 1.71, 37.20, 361.70, 33.80, 4.90, 275.00, 6.50, 12, 4.65, 7.76
